"scientific_name","species","subspecies","subfamily","cites_annex","iucn_category","individuals","sex","superclass","cell_line","karyotype","dna","rna","wgs_sequencing","rna_seq","i_psc","tissue_of_origin","alternative_name","species_","taxon_id","synonym","tolid_prefix","assembly_id","assembly_name","genbank_accession","refseq_accession","genus","family","order","class","phylum","kingdom","superkingdom","genome_size","genome_size_draft","c_value","chromosome_number","haploid_number","assembly_level","assembly_span","assembly_date","contig_n50","scaffold_n50","chromosome_count","busco_completeness","gene_count","sequencing_status","published","TOGA_species","common_name","ploidy","refseq","ensembl","genome_match","ref_genome","divergence_mya_adj","taxon_id_ref","precomputed_age","adjusted_age","toga_assembly_name_ref","TOGA_ref","zoonomia","genome","annotation","individuals_cl","cell_lines","fibro","pbmc","ipsc","fibro_l","nspecies","cat","cat_num","silencer","illumina","tetrapod","selected","project","TOGA","annotation_level","fibro2","to_process","order2"
"Oryx dammah","Oryx dammah",NA,"Antilopinae","I","EXTINCT IN THE WILD",3,"F/F/M","Mammalia","Fibro","X","X","X","x","X","X","Tissue",NA,"Oryx_dammah","59534","Antilope dammah","mOryDam","GCA_014754425.2",NA,"GCA_014754425.2","GCF_014754425.2","Oryx","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3892440000,NA,3.98046875,57,28,"Scaffold",2707165964,"2020-09-25",374342,100398400,NA,NA,32423,"insdc_open",NA,"toga1/2",NA,2.0357142857142856,TRUE,FALSE,"species","Oryx dammah",1e-4,NA,NA,NA,"HLoryDam1","toga1/2",TRUE,TRUE,TRUE,4,3,3,0,1,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq",3,2,"Artiodactyla"
"Rangifer tarandus","Rangifer tarandus",NA,NA,"-","VULNERABLE",4,"F/M/F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue/ovaries",NA,"Rangifer_tarandus","9870","Cervus tarandus; Cervus tarandus arctica; Rangifer arcticus; Rangifer muscatinensis; Rangifer spitzbergensis; Rangifer tarandus platyrhynchos","mRanTar","GCA_022457185.1",NA,"GCA_022457185.1",NA,"Rangifer","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3334980000,NA,3.41015625,70,35,"Scaffold",2832403223,"2023-09-04",128565,986392,NA,NA,NA,"published","ZOONOMIA","toga1/2","Reindeer,list(""common_name"")",2,FALSE,FALSE,"species","Rangifer tarandus",1e-4,NA,NA,NA,"HLranTaraPla3","toga1/2",TRUE,TRUE,TRUE,4,4,4,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",4,2,"Artiodactyla"
"Capra hircus","Capra hircus",NA,NA,"-","NA",5,"F/M/F/F/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Capra_hircus","9925","Capra aegagrus hircus","mCapHir","GCA_001704415.2",NA,"GCA_001704415.2","GCF_001704415.2","Capra","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3168720000,NA,3.240234375,60,30,"Chromosome",2922600443,"2016-08-24",26244591,87277232,30,NA,20740,"published","AFRICABP","toga1/2","Domestic goat,list(""common_name"")",2,TRUE,TRUE,"species","Capra hircus",1e-4,NA,NA,NA,"HLcapHirc3","toga1/2",TRUE,TRUE,TRUE,5,3,3,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA/refseq/ensembl",3,2,"Artiodactyla"
"Elaphurus davidianus","Elaphurus davidianus",NA,NA,"-","EXTINCT IN THE WILD",5,"F/F/F/M/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue (ear)",NA,"Elaphurus_davidianus","43332","Cervus davidianus","mElaDav","GCA_055537805.1",NA,"GCA_055537805.1",NA,"Elaphurus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3168720000,NA,3.193359375,68,34,"Chromosome",2997591516,"2026-02-27",72485093,95726643,35,94,NA,"insdc_open",NA,"toga1/2",NA,2,FALSE,FALSE,"species","Elaphurus davidianus",1e-4,NA,NA,NA,"HLelaDav1","toga1/2",TRUE,TRUE,TRUE,5,5,5,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",5,2,"Artiodactyla"
"Dama dama","Dama dama",NA,NA,"I","LEAST CONCERN",2,"F/F","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Dama_dama","30532","Cervus dama; Cervus albus; Cervus leucaethiops; Cervus maura; Cervus mauricus; Cervus niger; Cervus platyceros; Cervus plinii; Cervus varius","mDamDam","GCA_033118175.1",NA,"GCA_033118175.1","GCF_033118175.1","Dama","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3168720000,NA,3.193359375,68,34,"Chromosome",3104280228,"2024-10-18",68791581,77069784,35,NA,27729,"insdc_open",NA,"toga2","Fallow deer,list(""common_name"")",2,TRUE,FALSE,"species","Dama dama",1e-4,NA,NA,NA,"HLdamDam1","toga2",FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",TRUE,"TOGA/refseq",2,2,"Artiodactyla"
"Beatragus hunteri","Beatragus hunteri",NA,NA,NA,"CRITICALLY ENDANGERED",1,NA,"Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Beatragus_hunteri","59527","Cobus hunteri; ? hunteri; Damaliscus hunteri","mBeaHun","GCA_004027495.1",NA,"GCA_004027495.1",NA,"Beatragus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3853320000,NA,3.98046875,58,19,"Scaffold",2697255800,"2019-01-16",57444,69303,NA,NA,NA,"published","ZOONOMIA","toga1/2",NA,3.0526315789473686,FALSE,FALSE,"species","Beatragus hunteri",1e-4,NA,NA,NA,"HLbeaHun1","toga1/2",TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",1,1,"Artiodactyla"
"Bos grunniens","Bos grunniens",NA,NA,NA,"VULNERABLE",2,"F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Bos_grunniens","30521","Bos mutus grunniens; Peophagus grunniens; Bos bunnelli","mBosGru","GCA_055505025.1",NA,"GCA_055505025.1",NA,"Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3569700000,NA,3.650390625,60,30,"Chromosome",2659477751,"2026-02-24",93513064,105134596,30,NA,NA,"insdc_open",NA,"toga1/2",NA,2,FALSE,TRUE,"species","Bos grunniens",1e-4,NA,NA,NA,"HLbosGru1","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA/ensembl",2,2,"Artiodactyla"
"Ovis aries musimon","Ovis aries","musimon",NA,NA,"NA",4,"F/F/F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Ovis_aries","9940","Ovis ammon aries; Ovis orientalis aries; Ovis ovis; Ovis guineensis; Ovis laristanica; Ovis musimon; Ovis ophion; Ovis orientalis; Ovis strepsiceros","mOviAri","GCA_016772045.2",NA,"GCA_016772045.2","GCF_016772045.2","Ovis","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3227400000,NA,3.30078125,54,27,"Chromosome",2654047367,"2023-07-20",43178051,101274418,28,NA,20643,"published","AFRICABP","toga1/2","Mouflon,list(""common_name"")",2,TRUE,TRUE,"species","Ovis aries",1e-4,NA,NA,NA,"HLoviAri5","toga1/2",TRUE,TRUE,TRUE,4,4,4,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA/refseq/ensembl",4,2,"Artiodactyla"
"Bison bison","Bison bison",NA,NA,NA,"NEAR THREATENED",3,"F/M/M","Mammalia","Fibro",NA,"X","X",NA,NA,NA,"Tissue",NA,"Bison_bison","9901","Bos (Bison) bison; Bos bison; Bison americanus; Bison americanus pennsylvanicus; Bison bison athabasacae; Bison bison athabascae; Bison bison bison; Bison bison septemtrionalis; Bison sylvestris","mBisBis",NA,NA,NA,NA,"Bison","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",4792200000,NA,4.8984375,60,30,"Scaffold",2953606000,"2023-04-03",18844,6873254,NA,NA,NA,"insdc_open",NA,"toga1/2","American bison,list(""common_name"")",2,FALSE,FALSE,"species","Bison bison",1e-4,NA,NA,NA,"HLbisBisBis2","toga1/2",TRUE,TRUE,TRUE,3,1,1,0,0,TRUE,34,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",TRUE,"TOGA",1,1,"Artiodactyla"
"Hippopotamus amphibius","Hippopotamus amphibius",NA,NA,"II","VULNERABLE",2,"M/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Hippopotamus_amphibius","9833","Hippopotamus amphibious; Hippopotamus incognitus","mHipAmp","GCA_023065835.1",NA,"GCA_023065835.1",NA,"Hippopotamus","Hippopotamidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3041580000,NA,3.189453125,36,18,"Chromosome",2424261695,"2023-04-03",49478000,141669128,18,95.2,NA,"published","ZOONOMIA","toga1/2",NA,2,FALSE,FALSE,"species","Hippopotamus amphibius",1e-4,NA,NA,NA,"HLhipAmphKib5A","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",TRUE,"TOGA",2,2,"Artiodactyla"
"Muntiacus muntjak","Muntiacus muntjak",NA,NA,NA,"LEAST CONCERN",2,"M/M","Mammalia","Fibro",NA,"X","X","X",NA,NA,"Tissue (skin)",NA,"Muntiacus_muntjak","9888","Muntiacus muntjac","mMunMut","GCA_008782695.1",NA,"GCA_008782695.1",NA,"Muntiacus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3080700000,NA,3.150390625,6,23,"Chromosome",2573529099,"2019-10-07",215534,682452208,3,NA,25737,"insdc_open",NA,"toga1/2","Southern Red Muntjac,list(""common_name"")",0.2608695652173913,FALSE,FALSE,"species","Muntiacus muntjak",1e-4,NA,NA,NA,"HLmunMun1","toga1/2",TRUE,TRUE,TRUE,2,1,1,0,0,TRUE,34,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",TRUE,"TOGA",1,1,"Artiodactyla"
"Tursiops truncatus","Tursiops truncatus",NA,NA,"II","LEAST CONCERN",1,"F","Mammalia","Fibro","X","X",NA,"X",NA,NA,"Tissue",NA,"Tursiops_truncatus","9739","Delphinus cymodoce; Delphinus truncatus; Tursiops cymodoce; Delphinus compressicauda; Delphinus erebennus; Delphinus metis; Delphinus metis</i> [No.1]; Delphinus nesarnack; Delphinus nesarnak; Delphinus parvimanus; Delphinus troncatus; Delphinus tursio; Delphinus tursio obtusus; Phocoena compressicauda; Tursio compressicauda; Tursio cymodice; Tursio metis; Tursio truncatus; Tursiops coerulescens; Tursiops communis; Tursiops compressicauda; Tursiops eurynome; Tursiops gephyreus; Tursiops gilli; Tursiops gillii; Tursiops maugeanus; Tursiops nuuanu; Tursiops parvimanus; Tursiops ponticus; Tursiops subridens; Tursiops truncantus; Tursiops truncatus gillii; Tursiops tursio; Tursiops tursio obtusus","mTurTru","GCA_011762595.2",NA,"GCA_011762595.2","GCF_011762595.2","Tursiops","Delphinidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3080700000,NA,3.150390625,44,18,"Chromosome",2378505825,"2024-12-12",9729386,108430135,23,89,NA,"published","CGP","toga1/2","Bottlenose dolphin,list(""common_name"")",2.4444444444444446,TRUE,TRUE,"species","Tursiops truncatus",1e-4,NA,NA,NA,"HLturTru5","toga1/2",TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq/ensembl",1,1,"Artiodactyla"
"Delphinapterus leucas","Delphinapterus leucas",NA,NA,"II","LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"x",NA,"x",NA,NA,"Tissue",NA,"Delphinapterus_leucas","9749","Delphinus leucas; Balaena albicans; Beluga angustata; Beluga borealis; Beluga canadensis; Beluga catodon; Beluga concreta; Beluga declivis; Beluga glacialis; Beluga kingii; Beluga rhinodon; Beluga vermontana; Catodon albicans; Catodon canadensis; Catodon candicans; Catodon sibbaldi; Cephalorhynchus hectori albus; Delphinapterus beluga; Delphinapterus catodon; Delphinapterus concreta; Delphinapterus dorofeevi; Delphinapterus freimani; Delphinapterus kingi; Delphinapterus leucas marisalbi; Delphinapterus marisalbi; Delphinapterus vermontanus; Delphinus albians; Delphinus albicans; Delphinus canadensis; Delphinus kingii; Delphinus leucaster; Delphinus phocaena albus; Delphinus vermontana; Inia canadensis; Physeter macrocephalus albicans","mDelLeu","GCA_029941415.3",NA,"GCA_029941415.3",NA,"Delphinapterus","Monodontidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3217620000,NA,3.2890625,44,18,"Chromosome",2403585719,"2019-09-03",291510,88022474,22,90.7,27561,"insdc_open",NA,"toga1/2","Beluga Whale,list(""common_name"")",2.4444444444444446,TRUE,TRUE,"species","Delphinapterus leucas",1e-4,NA,NA,NA,"HLdelLeu3","toga1/2",TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq/ensembl",1,1,"Artiodactyla"
"Megaptera novaeangliae","Megaptera novaeangliae",NA,NA,NA,"LEAST CONCERN",1,"U","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Megaptera_novaeangliae","9773","Balaena novaeangliae; Balaena allamack; Balaena atlanticus; Balaena boops; Balaena gibbosa; Balaena lalandii; Balaena longimana; Balaena longipinna; Balaena nodosa; Balaena sulcata antarctica; Balaenoptera antarctica; Balaenoptera astrolabae; Balaenoptera astrolabe; Balaenoptera australis; Balaenoptera capensis; Balaenoptera gibbosa; Balaenoptera leucopteron; Balaenoptera syncondylus; Kyphobalaena keporkak; Megaptera americana; Megaptera antarctica; Megaptera australis; Megaptera bellicosa; Megaptera boops; Megaptera brasiliensis; Megaptera braziliensis; Megaptera burmeisteri; Megaptera gigas; Megaptera indica; Megaptera kusira; Megaptera kuzira; Megaptera lalandii; Megaptera longimana; Megaptera longimana morei; Megaptera longipinna; Megaptera nodosa; Megaptera nodosa bellicosa; Megaptera nodosa lalandii; Megaptera nodosa nodosa; Megaptera nodosa novaezealandiae; Megaptera nodosa novaezelandiae; Megaptera nodosa osphyia; Megaptera novaeangliae australis; Megaptera novaezealandiae; Megaptera novaezelandiae; Megaptera osphya; Megaptera osphyia; Megaptera poescop; Megaptera poeskop; Megaptera versabilis; Poescopia lalandii; Rorqualus antarcticus; Rorqualus australis","mMegNov","GCA_041834305.1",NA,"GCA_041834305.1",NA,"Megaptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",2865540000,NA,2.9296875,44,18,"Chromosome",3146604256,"2024-09-09",36344089,107416641,23,NA,26165,"published","CGP","toga1/2","Humpback Whale,list(""common_name"")",2.4444444444444446,FALSE,FALSE,"species","Megaptera novaeangliae",1e-4,NA,NA,NA,"HLmegNova3","toga1/2",TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",1,1,"Artiodactyla"
"Delphinus delphis","Delphinus delphis",NA,NA,NA,"LEAST CONCERN",1,"M","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Tissue",NA,"Delphinus_delphis","9728","Delphinus albimanus; Delphinus algeriensis; Delphinus bairdi; Delphinus capensis; Delphinus delphus; Delphinus fluvofasciatus; Delphinus forsteri; Delphinus frithii; Delphinus fulvifasciatus; Delphinus fulvofasciatus; Delphinus janira; Delphinus loriger; Delphinus marginatus; Delphinus microps; Delphinus moorei; Delphinus novaezealandiae; Delphinus novaezeelandiae; Delphinus novaezelandiae; Delphinus pliocaenicus; Delphinus pliocaenus; Delphinus ponticus; Delphinus sao; Delphinus sowerbianus; Delphinus vulgaris; Delphinus zelandae; Eudelphinus delphis; Eudelphinus pliocaenus; Grampus sowerbianus","mDelDel","GCA_949987515.2",NA,"GCA_949987515.2","GCF_949987515.2","Delphinus","Delphinidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3080700000,NA,3.150390625,44,18,"Chromosome",2663516986,"2024-09-07",3627551,107080983,23,95.4,NA,"published","CGP","toga2","Common Dolphin,list(""common_name"")",2.4444444444444446,TRUE,FALSE,"species","Delphinus delphis",1e-4,NA,NA,NA,"HLdelDel2","toga2",FALSE,TRUE,TRUE,1,0,1,0,0,TRUE,34,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA/refseq",1,1,"Artiodactyla"
"Muntiacus reevesi","Muntiacus reevesi",NA,NA,"-","LEAST CONCERN",2,"F/M","Mammalia","Fibro",NA,"X","X","X","X",NA,NA,NA,"Muntiacus_reevesi","9886","Cervus reevesi","mMunRee","GCA_963930625.1",NA,"GCA_963930625.1","GCF_963930625.1","Muntiacus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",2924220000,NA,2.990234375,46,23,"Chromosome",2656168540,"2026-02-01",5780196,114544513,23,96.2,26044,"published","DTOL","toga1/2","Muntiacus reevesi,list(""common_name"")",2,TRUE,FALSE,"species","Muntiacus reevesi",1e-4,NA,NA,NA,"HLmunRee3","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA/refseq",2,2,"Artiodactyla"
"Phacochoerus africanus","Phacochoerus africanus",NA,NA,"-","LEAST CONCERN",5,"M/F/F/M","Mammalia","Fibro","X","X","X","X","X","X","Tissue",NA,"Phacochoerus_africanus","41426","Sus africanus","mPhaAfr","GCA_016906955.1",NA,"GCA_016906955.1","GCF_016906955.1","Phacochoerus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",2885100000,NA,2.94921875,34,17,"Chromosome",2435083091,"2021-02-19",10602503,141887063,17,95.60000000000001,27929,"insdc_open",NA,"toga2",NA,2,TRUE,FALSE,"species","Phacochoerus africanus",1e-4,NA,NA,NA,"HLphaAfr1","toga2",FALSE,TRUE,TRUE,5,4,4,0,1,TRUE,34,"Both",1,TRUE,TRUE,FALSE,TRUE,"silencer",TRUE,"TOGA/refseq",4,2,"Artiodactyla"
"Connochaetes gnou","Connochaetes gnou",NA,NA,"-","LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Connochaetes_gnou","59528","Antilope gnou","mConGno","GCA_006408615.1",NA,"GCA_006408615.1",NA,"Connochaetes","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3853320000,NA,3.98046875,58,29,"Scaffold",2644042816,"2019-06-24",70608,366224,NA,NA,NA,"insdc_open",NA,NA,NA,2,FALSE,FALSE,"genus","Connochaetes taurinus",1.32,"9927",1.32,0,"HLconTau2","toga1/2",FALSE,TRUE,NA,2,2,1,1,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",1,1,"Artiodactyla"
"Axis axis","Axis axis",NA,NA,"-","LEAST CONCERN",1,"F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Axis_axis","30531","Cervus axis","mAxiAxi","GCA_054883215.1",NA,"GCA_054883215.1",NA,"Axis","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3168720000,NA,3.193359375,66,33,"Chromosome",2765252981,"2026-01-30",54160790,81775362,NA,NA,NA,"insdc_open",NA,NA,NA,2,FALSE,FALSE,"genus","Axis porcinus",3.1893,"57737",3.1893,3.47087,"HLaxiPorc2A","toga1/2",FALSE,TRUE,NA,2,2,2,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",2,2,"Artiodactyla"
"Potamochoerus porcus","Potamochoerus porcus",NA,NA,"-","LEAST CONCERN",2,"M/M","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Tissue",NA,"Potamochoerus_porcus","273791","Sus porcus","mPotPor","GCA_016906955.1",NA,"GCA_016906955.1","GCF_016906955.1","Potamochoerus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",2885100000,NA,2.94921875,34,17,"Chromosome",2435083091,"2021-02-19",10602503,141887063,NA,95.60000000000001,27929,"insdc_open",NA,NA,NA,2,FALSE,FALSE,"family","Phacochoerus africanus",8.0976,"41426",8.0976,0,"HLphaAfr1","toga2",FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",FALSE,"no_annotation",2,2,"Artiodactyla"
"Capra pyrenaica hispanica","Capra pyrenaica","hispanica",NA,NA,"LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Capra_pyrenaica","80419","Capra pyrenaica cabrerae; Capra pyrenaica hispanica; Capra pyrenaica lusitanica; Capra pyrenaica nowaki; Capra pyrenaica pyrenaica; Capra pyrenaica victoriae","mCapPyr","GCA_054642885.1",NA,"GCA_054642885.1",NA,"Capra","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3163830000,NA,3.234375,60,30,"Chromosome",2660727766,"2026-01-07",58703036,101249638,NA,50.900000000000006,24321,"insdc_open",NA,NA,NA,2,FALSE,FALSE,"genus","Capra ibex",0.69,"72542",0.69,0,"HLcapIbex2","toga1/2",FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",1,1,"Artiodactyla"
